sentence,label,source
Japonia civitas industrialis est.,other,tatoeba:lat
Aliquando bonus dormitat Homerus.,other,tatoeba:lat
Africa Australis submota est.,other,tatoeba:lat
"Dum ferrum candet, tundito.",other,tatoeba:lat
"Nihil est, quod deus efficere non possit.",other,tatoeba:lat
"Gutta cavat lapidem non vi, sed saepe cadendo.",other,tatoeba:lat
Amicus certus in re incerta cernitur.,other,tatoeba:lat
Una hirundo non efficit ver.,other,tatoeba:lat
"Homo ornat locum, non locus hominem.",other,tatoeba:lat
"Dum fervet olla, vivit amicitia.",other,tatoeba:lat
Est modus in rebus.,other,tatoeba:lat
"Homines, qui putant linguam Latinam pulcherrimam non esse, nihil intellegunt.",other,tatoeba:lat
Dura lex sed lex.,other,tatoeba:lat
Alea jacta est.,other,tatoeba:lat
"Qui gladio ferit, gladio perit.",other,tatoeba:lat
Sic transit gloria mundi.,other,tatoeba:lat
Per aspera ad astra.,other,tatoeba:lat
De gustibus non disputandum est.,other,tatoeba:lat
Tu quoque mi fili.,other,tatoeba:lat
Errare humanum est.,other,tatoeba:lat
Morituri te salutant.,other,tatoeba:lat
Vae victis !,other,tatoeba:lat
"Citius, Altius, Fortius.",other,tatoeba:lat
Vade retro Satana.,other,tatoeba:lat
"O tempora, o mores!",other,tatoeba:lat
Vox populi vox dei.,other,tatoeba:lat
Fluctuat nec mergitur.,other,tatoeba:lat
Mens sana in corpore sano.,other,tatoeba:lat
Labor omnia vincit.,other,tatoeba:lat
In vino veritas.,other,tatoeba:lat
Panem et circenses.,other,tatoeba:lat
Pacta sunt servanda.,other,tatoeba:lat
"Si vis pacem, para bellum.",other,tatoeba:lat
Senatus Populusque Romanus.,other,tatoeba:lat
"Etiam si omnes, ego non.",other,tatoeba:lat
Sic semper tyrannis.,other,tatoeba:lat
Sine ira et studio.,other,tatoeba:lat
Civis Romanus sum.,other,tatoeba:lat
Caffeum mihi non placet.,other,tatoeba:lat
"An nescis, mi fili, quantilla sapientia mundus regatur?",other,tatoeba:lat
"Unus pro omnibus, omnes pro uno.",other,tatoeba:lat
"Caedite eos, novit enim Dominus qui sunt eius.",other,tatoeba:lat
Lupus non mordet lupum.,other,tatoeba:lat
Aurum purum estne?,other,tatoeba:lat
"Cornu bos capitur, voce ligatur homo.",other,tatoeba:lat
Repetitio mater memoriae.,other,tatoeba:lat
Otium post negotium.,other,tatoeba:lat
Opium post negotium.,other,tatoeba:lat
Ubi est Britney Spears?,other,tatoeba:lat
"Et tu, Brute?",other,tatoeba:lat
"Quae nocent, docent.",other,tatoeba:lat
Scio vitam esse brevem.,other,tatoeba:lat
Amīcus verus – rara avis.,other,tatoeba:lat
"Unus, duo, tres, quattuor, quinque, sex, septem, octo, novem, decem.",other,tatoeba:lat
Non omne quod nitet aurum est.,other,tatoeba:lat
Aut Caesar aut nihil.,other,tatoeba:lat
"Animae duae, animus unus.",other,tatoeba:lat
Non est deus praeter Deum et Machometus est nuntius Dei.,other,tatoeba:lat
Quo is ?,other,tatoeba:lat
"Pater noster, qui es in caelis, sanctificetur nomen tuum, adveniat regnum tuum, fiat voluntas tua, sicut in caelo, et in terra. Panem nostrum supersubstantialem da nobis hodie; et dimitte nobis debita nostra, sicut et nos dimittimus debitoribus nostris; et ne inducas nos in tentationem, sed libera nos a malo.",other,tatoeba:lat
"Omnes homines dignitate et iure liberi et pares nascuntur, rationis et conscientiae participes sunt, quibus inter se concordiae studio est agendum.",other,tatoeba:lat
Ceterum censeo Carthaginem esse delendam.,other,tatoeba:lat
"Quintili Vare, legiones redde!",other,tatoeba:lat
Romani ite domum!,other,tatoeba:lat
Non multa sed multum.,other,tatoeba:lat
Noli me tangere.,other,tatoeba:lat
Aurora musis amica.,other,tatoeba:lat
Mater semper certa est.,other,tatoeba:lat
Homērus cæcus fuisse dicitur.,other,tatoeba:lat
Homo sum ; humani nihil a me alienum puto.,other,tatoeba:lat
"Bella gerant alii, tu felix Austria nube.",other,tatoeba:lat
"Eram quod es, eris quod sum.",other,tatoeba:lat
In principio creavit Deus cælum et terram.,other,tatoeba:lat
Nomen est omen.,other,tatoeba:lat
Cum hoc non est propter hoc.,other,tatoeba:lat
"Reddite quae sunt Caesaris, Caesari et, quae sunt Dei, Deo.",other,tatoeba:lat
"Parturient montes, nascetur ridiculus mus.",other,tatoeba:lat
Arbor ex fructu cognoscitur.,other,tatoeba:lat
A fructibus cognoscitur arbor.,other,tatoeba:lat
Mors omni aetati communis est.,other,tatoeba:lat
"Suae quisque mercedis, nullo discrimine, cum pari opera convenientis potestatem habet.",other,tatoeba:lat
"Universi, sine discrimine, aequo praemio aequo labore jus habent.",other,tatoeba:lat
"Ut sementem fecĕris, ita metes.",other,tatoeba:lat
"Amicus verus, rara avis.",other,tatoeba:lat
"Amor cogit ad nuptias, litem capit, atque dolorem.",other,tatoeba:lat
Veritas tempori filia est.,other,tatoeba:lat
Quod erat faciendum.,other,tatoeba:lat
Difficile est longum subito deponere amorem.,other,tatoeba:lat
Opus laudat artificem.,other,tatoeba:lat
Dixitque Deus: Fiat lux. Et facta est lux.,other,tatoeba:lat
Veritas odium parit.,other,tatoeba:lat
Hic et nunc.,other,tatoeba:lat
Caecus non judicat de colore.,other,tatoeba:lat
Ex nihilo nihil.,other,tatoeba:lat
Beati pauperes spiritu,other,tatoeba:lat
"Ubi tu Gaius, ibi Gaia.",other,tatoeba:lat
Qui bene amat bene castigat.,other,tatoeba:lat
Corsica insula est. Corsica et Sicilia insulae sunt.,other,tatoeba:lat
In Graecia multae insulae sunt.,other,tatoeba:lat
Cuius filia est Iulia?,other,tatoeba:lat
Iulia multas rosas et multa lilia in horto suo habet.,other,tatoeba:lat
"Navigare necesse est, vivere non est necesse.",other,tatoeba:lat
Nulla dies sine linea.,other,tatoeba:lat
Qui desiderat pacem præparet bellum.,other,tatoeba:lat
Inter arma enim silent leges.,other,tatoeba:lat
"Decem, viginti, triginta, quadraginta, quinquaginta, sexaginta, septuaginta, octoginta, nonaginta, centum.",other,tatoeba:lat
Dum vīvīs spērāre decēt.,other,tatoeba:lat
Mors tua vita mea.,other,tatoeba:lat
"Non ut edam vivo, sed ut vivam edo.",other,tatoeba:lat
"Suspice caelum, et numera stellas si potes.",other,tatoeba:lat
Lupo ovem commisisti.,other,tatoeba:lat
"Debitoris mei debitor, non est meus debitor.",other,tatoeba:lat
"Qui timide rogat, docet negare.",other,tatoeba:lat
Iulia filiae suae osculum dat.,other,tatoeba:lat
Veni Aemilia! Pater tuus te exspectat.,other,tatoeba:lat
"Equus, leo, canis et ovis bestiae sunt.",other,tatoeba:lat
De te cogito.,other,tatoeba:lat
"Luna suam lucem non habet, lux lunae a sole venit.",other,tatoeba:lat
"Pastor oves numerat: “Una, duae, tres, quattuor, quinque... centum“.",other,tatoeba:lat
Oves in campo herbam edunt.,other,tatoeba:lat
In Africa sunt multi leones.,other,tatoeba:lat
Pueri ludunt post murum.,other,tatoeba:lat
Autumno folia decidunt.,other,tatoeba:lat
Sonus minus est velox quam lux.,other,tatoeba:lat
Video amicos atque eos saluto.,other,tatoeba:lat
"Polyphemus, Neptuni filius, unum oculum in fronte habebat.",other,tatoeba:lat
Magna cum voluptate Aesopi fabulas legimus.,other,tatoeba:lat
Sero venientibus ossa.,other,tatoeba:lat
Tarde venientibus ossa.,other,tatoeba:lat
"Serva me, servabo te.",other,tatoeba:lat
Cervus magis velox est quam fortis.,other,tatoeba:lat
Cervus velocior est quam fortior.,other,tatoeba:lat
Melius est tacere quam errare.,other,tatoeba:lat
Pacta et promissa fideliter servavimus.,other,tatoeba:lat
"Hi flores, quos vides, rosae sunt.",other,tatoeba:lat
"Has rosas, quarum odor est suavis, tibi dono.",other,tatoeba:lat
"Diu vivitur, si bene vivitur.",other,tatoeba:lat
Credo me verba tua bene intellexisse.,other,tatoeba:lat
Mors similis est somno.,other,tatoeba:lat
Aer levior est quam aqua.,other,tatoeba:lat
Volo te meliorem esse.,other,tatoeba:lat
Habeo minus librorum quam tu.,other,tatoeba:lat
"Iuvenis, qui loquitur, frater meus est.",other,tatoeba:lat
"Iuvenis, quem vidisti, frater meus est.",other,tatoeba:lat
Frater tuus auxilium rogat.,other,tatoeba:lat
Hoc minor fratrum dixit.,other,tatoeba:lat
Hic murus altior est quam ille.,other,tatoeba:lat
Nemo potest omnia scire.,other,tatoeba:lat
December unum et triginta dies habet.,other,tatoeba:lat
Ducentos annos vivere nemo potest.,other,tatoeba:lat
Homines ferro propter aurum pugnant.,other,tatoeba:lat
"Quicumque veniet, me videbit.",other,tatoeba:lat
"Quodcumque dices, tibi non credam.",other,tatoeba:lat
Quis veniet nobiscum?,other,tatoeba:lat
Quota hora est?,other,tatoeba:lat
Cui epistulam scripsisti?,other,tatoeba:lat
Uter vestrum mecum veniet?,other,tatoeba:lat
Utrum fratrem vidisti?,other,tatoeba:lat
Uter oculus tibi dolet?,other,tatoeba:lat
"Intrare non potui, quia porta clausa erat.",other,tatoeba:lat
Quis amicorum tuorum veniet?,other,tatoeba:lat
Cura ut venias.,other,tatoeba:lat
Nemo omnia scire potest.,other,tatoeba:lat
Frāter meus Tokii habitat.,other,tatoeba:lat
Is venire statuit.,other,tatoeba:lat
"Arbor tam procera erat, ut murum horti superaret.",other,tatoeba:lat
Multae arbores mali in horto sunt.,other,tatoeba:lat
Ut desint vires tamen est laudanda voluntas.,other,tatoeba:lat
Ferrum utilius est quam aurum.,other,tatoeba:lat
Ferrum est magis utile quam pulchrum.,other,tatoeba:lat
"Ex centum militibus decem incolumes redierunt, reliqui mortui sunt.",other,tatoeba:lat
Arma civīs non occidunt. Civēs civīs occidunt.,other,tatoeba:lat
Tempus nobis deest.,other,tatoeba:lat
Si quis non vult operari nec manducet.,other,tatoeba:lat
Nihil enim opertum quod non revelabitur.,other,tatoeba:lat
Omnes qui acceperint gladium gladio peribunt.,other,tatoeba:lat
Sunt multi loci visitandi Kiotii.,other,tatoeba:lat
Feci quod potui.,other,tatoeba:lat
"Esse oportet, ut vivas, non vivere, ut edas.",other,tatoeba:lat
Spina etiam grata est si spectatur rosa.,other,tatoeba:lat
"Si finis bonus est, totum bonum erit.",other,tatoeba:lat
"Ave Caesar, morituri te salutant.",other,tatoeba:lat
Quis custodiet ipsos custodes?,other,tatoeba:lat
"Pone seram, cohibe, sed quis custodiet ipsos custodes?",other,tatoeba:lat
Cauta est et ab illis incipit uxor.,other,tatoeba:lat
A communi observantia non est recedendum.,other,tatoeba:lat
"Ad proximum antecedens fiat relatio, nisi impediatur sententia.",other,tatoeba:lat
Adducere inconveniens non est solvere argumentum.,other,tatoeba:lat
Affinitas in coniuge superstite non deletur.,other,tatoeba:lat
Aequam memento servare mentem.,other,tatoeba:lat
"Aegroto dum anima est, spes est.",other,tatoeba:lat
Ex oriente lux.,other,tatoeba:lat
Luna splendet in caelo.,other,tatoeba:lat
Rex Darius profligatus est ab Alexandro Magno.,other,tatoeba:lat
Rosae mei horti sunt pulchrae.,other,tatoeba:lat
Urbs Roma est clara.,other,tatoeba:lat
Te expecto domi meae.,other,tatoeba:lat
Deambulabam cum fratre meo.,other,tatoeba:lat
Pluit multos dies.,other,tatoeba:lat
Dies longiores sunt noctibus.,other,tatoeba:lat
Canis est fidissimus ex animalibus.,other,tatoeba:lat
Haec insula caret aqua.,other,tatoeba:lat
Difficile munus accepi invitus obtrectatoribus.,other,tatoeba:lat
Ludebam cum fratre meo.,other,tatoeba:lat
"Liberi nostri canem amant, sed ego felem amo.",other,tatoeba:lat
Ego venio ab horto.,other,tatoeba:lat
"Puer, quem vides, est filius meus.",other,tatoeba:lat
Cornix cornici numquam oculos effodit.,other,tatoeba:lat
Brevis erat gaudium.,other,tatoeba:lat
"Cuiusvis hominis est errare, nullius nisi insipientis in errore perseverare.",other,tatoeba:lat
Cultus magnificus addit hominibus auctoritatem.,other,tatoeba:lat
Delirant isti Romani!,other,tatoeba:lat
"Felix, qui potuit rerum cognoscere causas.",other,tatoeba:lat
Plenus venter non studet libenter.,other,tatoeba:lat
Dona nobis pacem!,other,tatoeba:lat
Requiescat in pace.,other,tatoeba:lat
"Ab alio expectes, alteri quod feceris.",other,tatoeba:lat
Ab asinis ad boves.,other,tatoeba:lat
A bove maiori discit arare minor.,other,tatoeba:lat
Dictum sapienti sat est.,other,tatoeba:lat
Putat mihi impossibilem esse ut solus in montem ascenderem.,other,tatoeba:lat
Quare tam multo mane surrectus es?,other,tatoeba:lat
Duo infantes habemus.,other,tatoeba:lat
"Ibis redibis, nunquam per bella peribis.",other,tatoeba:lat
"Ibis redibis nunquam, per bella peribis.",other,tatoeba:lat
Graecia capta ferum victorem cepit.,other,tatoeba:lat
Post decem dies Romam ibo.,other,tatoeba:lat
Catilina initio non amplius duo milia militum habebat.,other,tatoeba:lat
"Pompeii filius maior occisus est, minor fugit.",other,tatoeba:lat
"Vos manetis, ego abeo.",other,tatoeba:lat
Concordia cum veritate.,other,tatoeba:lat
Scisne linguam Latinam?,other,tatoeba:lat
Incoloratae virides cogitationes dormiunt saeviter.,other,tatoeba:lat
Marcus meum librum habet.,other,tatoeba:lat
Imber est aqua quae de nubibus cadit.,other,tatoeba:lat
Ubi est frater tuus?,other,tatoeba:lat
Magis te quam oculos amo meos.,other,tatoeba:lat
Nemo hoc faciat.,other,tatoeba:lat
Mihi videris esse probus.,other,tatoeba:lat
Vestrane culpa an nostra est?,other,tatoeba:lat
Scipio vicit Hannibalem.,other,tatoeba:lat
Librum lecturus sum.,other,tatoeba:lat
Scio eum heri advenisse.,other,tatoeba:lat
In Germania hiemes frigidiores sunt quam in Italia.,other,tatoeba:lat
"Medice, cura te ipsum.",other,tatoeba:lat
Primum non nocere.,other,tatoeba:lat
Salus rei publicae suprema lex esto.,other,tatoeba:lat
In silva magnae arbores sunt.,other,tatoeba:lat
Studendi causa huc veni.,other,tatoeba:lat
Mater filiae anulum donavit.,other,tatoeba:lat
Leo fortior quam lupus est.,other,tatoeba:lat
Leo fortior lupo est.,other,tatoeba:lat
Dux milites suos ducit.,other,tatoeba:lat
Marius altior est quam Marcus.,other,tatoeba:lat
Marius altior est Marco.,other,tatoeba:lat
Marius est altissimus omnium.,other,tatoeba:lat
Marcus minus est altus quam Marius.,other,tatoeba:lat
Quot annos habes?,other,tatoeba:lat
Quod est munus tuum?,other,tatoeba:lat
Nobiscum visne venire?,other,tatoeba:lat
Utrum verum dicant an simulent nescio.,other,tatoeba:lat
Liberamus nos metu mortis.,other,tatoeba:lat
Cur hoc facis?,other,tatoeba:lat
Arbor augeri desiit.,other,tatoeba:lat
Oportet te studere.,other,tatoeba:lat
Credo te scire quid Marcus faciat.,other,tatoeba:lat
Fieri potest ut errem.,other,tatoeba:lat
"Si hoc facis, erras.",other,tatoeba:lat
"Dico te errare, si hoc facias.",other,tatoeba:lat
"Dico te erravisse, si hoc feceris.",other,tatoeba:lat
"Dico te erraturum esse, si hoc facias.",other,tatoeba:lat
Dicunt vos erravisse.,other,tatoeba:lat
Scio Marcum aegrotum esse.,other,tatoeba:lat
Scio Marcum aegrotum fuisse.,other,tatoeba:lat
Scio quid faciam.,other,tatoeba:lat
Scio quid fecerim.,other,tatoeba:lat
Scio quid facturus sim.,other,tatoeba:lat
"Mors certa, hora incerta.",other,tatoeba:lat
Stultorum infinitus est numerus.,other,tatoeba:lat
Praeterita mutare non possumus.,other,tatoeba:lat
Domum Marci vidi.,other,tatoeba:lat
"Si hoc dicis, erras.",other,tatoeba:lat
Dico te bonum esse.,other,tatoeba:lat
Dixi te bonum esse.,other,tatoeba:lat
Marius dicit: “Romulus est conditor Romae“.,other,tatoeba:lat
Marius dicit Romulum esse conditorem Romae.,other,tatoeba:lat
Ego volo esse probus.,other,tatoeba:lat
Ego volo te esse probum.,other,tatoeba:lat
Pater meus domi est.,other,tatoeba:lat
Cupio melior esse.,other,tatoeba:lat
Cupio me meliorem esse.,other,tatoeba:lat
Dono tibi librum.,other,tatoeba:lat
Omnes ei invident.,other,tatoeba:lat
Lego ut discam.,other,tatoeba:lat
Post paucos dies veniam.,other,tatoeba:lat
Vidisne patrem meum?,other,tatoeba:lat
Malo mori quam cedere.,other,tatoeba:lat
Nos parati sumus ad defendendam patriam.,other,tatoeba:lat
Nescio quid facturus sim.,other,tatoeba:lat
Nondum legi librum de quo loqueris.,other,tatoeba:lat
Mater filio suo malum dat.,other,tatoeba:lat
Nemo nostrum te vocavit.,other,tatoeba:lat
"Ego meos libros lego, tu tuos libros legis, Marcus suos libros legit.",other,tatoeba:lat
Marcus doctissimus est meorum amicorum.,other,tatoeba:lat
Paulus robustior est quam Marcus.,other,tatoeba:lat
Paulus robustior est Marco.,other,tatoeba:lat
Equites et pedites sine metu pugnaverunt.,other,tatoeba:lat
Cur nix alba est?,other,tatoeba:lat
"Tam bonus es, ut omnes te laudent.",other,tatoeba:lat
"Cum Marcus venit, ego quiescebam.",other,tatoeba:lat
Nemo nostrum immortalis est.,other,tatoeba:lat
Circa urbem amnis fluit.,other,tatoeba:lat
In meo horto pulcherrimae rosae sunt.,other,tatoeba:lat
Multi ob pecuniam amicos produnt.,other,tatoeba:lat
Dignus fiducia tua sum.,other,tatoeba:lat
Non surdus sum.,other,tatoeba:lat
Cato esse quam videri bonus malebat.,other,tatoeba:lat
Germania terra frigida est.,other,tatoeba:lat
Roma caput mundi est.,other,tatoeba:lat
Fallitur augurio spes bona saepe suo.,other,tatoeba:lat
Liber legendus est.,other,tatoeba:lat
Nomen nominandum est.,other,tatoeba:lat
Nomina sunt odiosa.,other,tatoeba:lat
Frigus nocet rosis.,other,tatoeba:lat
Penna mea nova est.,other,tatoeba:lat
Saepe ridentes veritatem dicimus.,other,tatoeba:lat
Quando tramen adveniet?,other,tatoeba:lat
Estne illud tramen rapidum?,other,tatoeba:lat
Estne illa aqua potabilis?,other,tatoeba:lat
"Ave Caesar, morituri te salutant!",other,tatoeba:lat
Tum erimus profecto liberi ab hoc periculo brevi tempore.,other,tatoeba:lat
"Non exiguum temporis habemus, sed multum perdidimus.",other,tatoeba:lat
Nihil a te posco.,other,tatoeba:lat
Filiam tuam mihi uxorem posco.,other,tatoeba:lat
Pax et concordia etiam victis utilia sunt.,other,tatoeba:lat
"Publius Decius Mus verba amicorum neglexit, qui eum monebant ut cautior esset.",other,tatoeba:lat
Ex duobus malis minus est eligendum.,other,tatoeba:lat
Marcus agit audacius quam sapientius.,other,tatoeba:lat
Marcus agit magis audacter quam sapienter.,other,tatoeba:lat
Amicus meus in hac domo habitat.,other,tatoeba:lat
Nihil mihi opus est.,other,tatoeba:lat
"Quidquid agis, prudenter agas et respice finem.",other,tatoeba:lat
Frater meus Romae duos dies mansit.,other,tatoeba:lat
Spero te venturum esse.,other,tatoeba:lat
Exempla bonorum nos bonos reddunt.,other,tatoeba:lat
Ciceronis gloria coepit augeri.,other,tatoeba:lat
Vivat Ūnio Rērumpūblicārum Soviēticārum Sociālisticārum!,other,tatoeba:lat
"Audi, vide, tace, si vis vivere in pace.",other,tatoeba:lat
"Ubi bene, ibi patria.",other,tatoeba:lat
Caesar milites Labieni cum militibus Crassi iunxit.,other,tatoeba:lat
Sine ulla spe milites in oppidum redierunt.,other,tatoeba:lat
Hic Rhodus hic salta.,other,tatoeba:lat
Hic Rhodus hic salta!,other,tatoeba:lat
"Valeant cives mei, sint incolumes, sit beata eorum vita.",other,tatoeba:lat
"Quattuor pastores in prato quiescebant, iuxta lacum.",other,tatoeba:lat
Dies Lunæ hodie est.,other,tatoeba:lat
Consul cum duabus legionibus profectus est.,other,tatoeba:lat
In legionibus Romanis multi milites Germani natione erant.,other,tatoeba:lat
Hic larvae sunt.,other,tatoeba:lat
Ea cochlear lambebat.,other,tatoeba:lat
Quis est ille vir? Agnoscine eum?,other,tatoeba:lat
Mihi videtur te paenitere.,other,tatoeba:lat
"Caesar militibus, qui strenui fuerant, praemia dedit.",other,tatoeba:lat
Caesar litus classis romanae.,other,tatoeba:lat
Deposuit potentes de sede et exaltavit humiles.,other,tatoeba:lat
"Marcus, cuius animus pavidus erat, cum periculum timeret, se abdiderat.",other,tatoeba:lat
In Aegyptum nos abdemus.,other,tatoeba:lat
Bibe totum extra ut nihil maneat intra.,other,tatoeba:lat
O fortuna velut luna statu variabilis semper crescis aut decrescis.,other,tatoeba:lat
Ab aeterno ordinata sum et ex antiquis antequam terra fieret.,other,tatoeba:lat
"Iusta est gloria, qui est fructus virtutis.",other,tatoeba:lat
"Illum eum esse puto, qui esse debet.",other,tatoeba:lat
Ludere me putas?,other,tatoeba:lat
Pater meus senex factus est.,other,tatoeba:lat
Quid melius est amicitia?,other,tatoeba:lat
Tarquinius cum uxore et liberis suis fugit.,other,tatoeba:lat
"Omnes, qui se incolumes cupiant, auctoritati consulis pareant.",other,tatoeba:lat
Pacemne huc fertis an arma?,other,tatoeba:lat
Vestrum auxilium ferte civibus eorumque coniugibus atque liberis.,other,tatoeba:lat
Cogito ergo deus est.,other,tatoeba:lat
"Utrum magis laudas, Paulum an Marcum?",other,tatoeba:lat
Marcus clarus orator factus est.,other,tatoeba:lat
Marcum paenitet erroris sui.,other,tatoeba:lat
Senatus decrevit ut consul novum delectum haberet et patriam ab hostibus liberaret.,other,tatoeba:lat
Pulchra omnibus placent.,other,tatoeba:lat
"Regem veneno occidam, si mihi praemium dederis.",other,tatoeba:lat
Lingua qualibet scribere potes. Linguæ omnes in Tatoeba æquæ sunt.,other,tatoeba:lat
Elizabetha matrem eius necavit.,other,tatoeba:lat
Numquam dixit verbum Betty.,other,tatoeba:lat
custos fortis fuerit.,other,tatoeba:lat
Horatius Saēbi magnōpere placet.,other,tatoeba:lat
Subito nubes caelum obscuraverunt.,other,tatoeba:lat
Ite missa est.,other,tatoeba:lat
Pyrrhus cum ingenti exercitu multisque elephantis in Italiam venit.,other,tatoeba:lat
Homo est animal bipes sine pennis.,other,tatoeba:lat
Te rogo quid agas et quid acturus sis.,other,tatoeba:lat
Disco legendo libros.,other,tatoeba:lat
Piscator hamo et retibus utitur.,other,tatoeba:lat
Quot milites pugnaverunt?,other,tatoeba:lat
Marcus dicit se taedere.,other,tatoeba:lat
Non te celavi nomen meum.,other,tatoeba:lat
Dico quid Marcus faciat.,other,tatoeba:lat
Dico quid Marcus fecerit.,other,tatoeba:lat
Dico quid Marcus facturus sit.,other,tatoeba:lat
Non te celabo consilia mea.,other,tatoeba:lat
incarnatus est de spiritu sanctu ex maria virgine et homo factus est.,other,tatoeba:lat
Spero te magna virtute acturum esse.,other,tatoeba:lat
Non potest arbor bona malos fructus facere.,other,tatoeba:lat
Tu solus venisti amicorum meorum.,other,tatoeba:lat
Estote prudentes sicut serpentes et simplices sicut columbae.,other,tatoeba:lat
Nonne melius erit tibi exsilium quam odium civium?,other,tatoeba:lat
"Bos magna est, proinde ejus cornua magna sunt; ovis parva est, proinde ejus cornua brevia sunt.",other,tatoeba:lat
Equus cornua non habet; bos ovisque cornua habent.,other,tatoeba:lat
Avis volare potest.,other,tatoeba:lat
Piscis nare potest.,other,tatoeba:lat
Cives statim omnia ad urbem defendendam parant.,other,tatoeba:lat
Mihi videor videre multas naves.,other,tatoeba:lat
Videor neglegens fuisse.,other,tatoeba:lat
Divitiae homines sapientiores non efficiunt.,other,tatoeba:lat
Paulus id fecit ad pugnam vitandam.,other,tatoeba:lat
"Marcus et Paulus amici mei sunt: hic medicus, ille sutor est.",other,tatoeba:lat
Rex eum interrogavit: “Nonne hic exercitus tibi invictus videtur?“,other,tatoeba:lat
Quaero utrum facile an difficile hoc sit.,other,tatoeba:lat
"Ignoscito semper alteri, numquam tibi.",other,tatoeba:lat
Me non paenitet meorum factorum.,other,tatoeba:lat
Philosophum non decet ira.,other,tatoeba:lat
Diceris esse beatus.,other,tatoeba:lat
Id te decet.,other,tatoeba:lat
Me a lectione avertit.,other,tatoeba:lat
Dico librum lectum iri a Paulo.,other,tatoeba:lat
Promitto me hunc librum lecturum esse.,other,tatoeba:lat
Dico eum esse consulem.,other,tatoeba:lat
"Si Deus pro nobis, quis contra nos?",other,tatoeba:lat
Pater semper incertus est.,other,tatoeba:lat
Novus ordo seclorum.,other,tatoeba:lat
Nunc est bibendum.,other,tatoeba:lat
"Unu, doi, trei, patru, cinci, șase, șapte, opt, nouă, zece.",other,tatoeba:ron
